attention,meditation,delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,highGamma,blinkStrength,time,attention_label,relaxation_label
70,70,680495,89626,99449,12041,15632,18926,13817,3972,176,41.513983,High,High
70,70,940877,29543,10911,10609,5531,5140,2044,916,0,41.89769700000001,High,High
70,70,940877,29543,10911,10609,5531,5140,2044,916,173,42.1493337,High,High
61,74,2822756,651778,297540,134716,112099,52586,20605,9489,0,42.89512309999999,Medium,High
61,74,2822756,651778,297540,134716,112099,52586,20605,9489,204,42.99873649999999,Medium,High
61,74,2822756,651778,297540,134716,112099,52586,20605,9489,82,43.376327,Medium,High
61,74,443963,63566,3299,7119,6386,3081,1802,912,0,43.8986429,Medium,High
61,74,443963,63566,3299,7119,6386,3081,1802,912,87,44.3821212,Medium,High
64,70,1625547,37669,36755,7310,10107,28290,11025,2111,0,44.887789,Medium,High
64,70,1625547,37669,36755,7310,10107,28290,11025,2111,0,44.8884662,Medium,High
64,70,1625547,37669,36755,7310,10107,28290,11025,2111,0,44.8886148,Medium,High
70,51,1934216,100474,4478,4401,14474,26753,7203,2656,0,45.9453329,High,Medium
77,51,1767493,165806,134097,69485,31196,60713,20119,8909,0,46.8925155,High,Medium
83,48,131064,7706,1452,2436,1443,1103,615,240,0,47.8955369,High,Medium
83,48,131064,7706,1452,2436,1443,1103,615,240,34,48.2342491,High,Medium
75,43,574172,14725,3393,5751,8350,2918,522,228,0,48.887137,High,Medium
75,43,574172,14725,3393,5751,8350,2918,522,228,81,49.3142706,High,Medium
75,43,576334,21012,16771,14446,18360,7269,2578,1000,0,49.9235858,High,Medium
75,43,576334,21012,16771,14446,18360,7269,2578,1000,64,50.20845849999999,High,Medium
75,43,576334,21012,16771,14446,18360,7269,2578,1000,99,50.5171778,High,Medium
75,43,576334,21012,16771,14446,18360,7269,2578,1000,81,50.7346503,High,Medium
66,67,2108831,363614,342544,230557,241981,101796,42957,6430,0,50.9145624,Medium,High
66,67,2108831,363614,342544,230557,241981,101796,42957,6430,116,51.1287415,Medium,High
66,67,2108831,363614,342544,230557,241981,101796,42957,6430,86,51.2851842,Medium,High
66,67,2108831,363614,342544,230557,241981,101796,42957,6430,72,51.4422277,Medium,High
66,67,2108831,363614,342544,230557,241981,101796,42957,6430,100,51.7391389,Medium,High
66,67,1296290,150653,31799,26370,25946,11941,8387,2770,0,51.8826534,Medium,High
66,67,1296290,150653,31799,26370,25946,11941,8387,2770,77,52.1742758,Medium,High
66,67,1296290,150653,31799,26370,25946,11941,8387,2770,47,52.303928,Medium,High
66,67,1296290,150653,31799,26370,25946,11941,8387,2770,39,52.4868955,Medium,High
66,67,1296290,150653,31799,26370,25946,11941,8387,2770,49,52.7038708,Medium,High
66,67,1296290,150653,31799,26370,25946,11941,8387,2770,79,52.924928300000005,Medium,High
60,63,2058207,1573275,747618,235266,116617,157080,62773,15934,0,52.9259665,Medium,Medium
63,57,1275034,34169,3779,5922,2918,6497,1085,1010,0,53.8923357,Medium,Medium
63,57,1275034,34169,3779,5922,2918,6497,1085,1010,96,54.2301404,Medium,Medium
63,57,1275034,34169,3779,5922,2918,6497,1085,1010,42,54.44196409999999,Medium,Medium
51,56,361877,232409,5382,68184,29592,10183,3211,3138,0,54.891175700000005,Medium,Medium
51,56,361877,232409,5382,68184,29592,10183,3211,3138,0,54.891584300000005,Medium,Medium
51,56,361877,232409,5382,68184,29592,10183,3211,3138,0,54.8917953,Medium,Medium
51,54,1326651,22604,7403,13207,3367,4147,1492,662,0,55.8939551,Medium,Medium
51,54,1326651,22604,7403,13207,3367,4147,1492,662,39,56.6011115,Medium,Medium
43,38,658578,54597,3108,2136,8092,1487,1348,382,0,56.89121349999999,Medium,Medium
24,35,802428,223356,30843,14198,12178,4416,6910,1252,0,57.89004559999999,Low,Medium
29,44,514301,146713,35267,89025,16755,17475,6852,5040,0,58.9090518,Low,Medium
24,53,185241,49771,85291,59774,19305,10797,10562,11080,0,59.9415115,Low,Medium
30,66,56007,24892,70138,20254,8914,4005,6077,15135,0,0.0106581000000005,Low,Medium
30,61,227398,58124,20094,51872,30334,13840,6928,6974,0,0.0254033999990497,Low,Medium
24,60,27397,26395,30115,6365,9687,4988,5923,11700,0,0.0402243999997153,Low,Medium
24,77,40650,96760,24900,36275,6858,8953,7812,5551,0,0.0534177999979874,Low,High
38,47,33426,55164,32290,15410,47813,28063,9141,9236,0,0.0824898999999277,Medium,Medium
38,47,26548,66250,7404,51340,5140,13270,1863,9204,0,0.0995424999964598,Medium,Medium
47,47,4578,15073,22509,10189,12588,10953,6980,5818,0,0.1210826999995333,Medium,Medium
50,47,23179,52748,29800,11154,9776,7747,2755,8273,0,0.1354675999973551,Medium,Medium
50,47,23179,52748,29800,11154,9776,7747,2755,8273,51,0.1386912999987544,Medium,Medium
50,47,23179,52748,29800,11154,9776,7747,2755,8273,41,0.1424900999991223,Medium,Medium
50,47,23179,52748,29800,11154,9776,7747,2755,8273,39,0.1457483999984106,Medium,Medium
35,37,60301,13777,1812,1370,1819,762,436,599,0,0.151885699997365,Medium,Medium
34,44,13572,46189,43923,34674,13438,7774,5789,3459,0,0.1665288999975018,Medium,Medium
27,24,132987,58537,7975,10726,5948,10207,6637,5865,0,0.1824497999987215,Low,Low
26,37,78429,64024,60306,31867,10599,9316,4588,8190,0,0.19521949999762,Low,Medium
40,35,21800,28589,9524,3699,29282,11786,5261,10789,0,0.2078282999973453,Medium,Medium
43,20,94061,20922,8702,4267,4735,3453,1061,1802,0,0.4873571999996784,Medium,Low
43,44,9630,26309,43986,12235,7450,11329,2913,7294,0,1.5010995999982697,Medium,Medium
50,37,12080,19272,16686,10566,12784,7760,3124,7237,0,2.499324099997466,Medium,Medium
50,48,13113,22388,9861,5262,10379,9265,1919,6788,0,3.517111299999669,Medium,Medium
51,63,9355,14611,23533,8632,10954,6578,2908,10053,0,4.484133399997518,Medium,Medium
57,57,9540,9432,16727,18993,16809,14701,3787,8936,0,5.501120199998695,Medium,Medium
54,51,7789,35842,8800,19981,20702,7395,7407,7389,0,6.523356899997452,Medium,Medium
50,57,9987,43610,6753,25175,7463,7976,3333,8688,0,7.498918199999025,Medium,Medium
51,54,16395,27548,8503,23220,3723,7770,2093,9060,0,8.499517999996897,Medium,Medium
54,34,54186,28597,15404,3019,24794,21568,1699,8059,0,9.500605399996855,Medium,Medium
56,38,5001,32840,17512,13530,9368,9440,3612,4983,0,10.520525500000076,Medium,Medium
51,40,24258,56057,41907,6606,17473,5493,4256,6588,0,11.48080409999966,Medium,Medium
47,35,26176,54407,22327,18763,9739,7062,3221,4710,0,12.485388199998852,Medium,Medium
35,35,5132,37558,11226,2074,14308,5029,3757,4747,0,13.50068679999822,Medium,Medium
30,24,45042,86356,23585,10542,6676,12047,2901,3439,0,14.477546299996902,Low,Low
38,24,13325,39586,36231,6324,18627,10630,4228,9061,0,15.495212199999514,Medium,Low
37,34,29371,22442,10279,20283,3497,2914,6211,5711,0,16.499588499998936,Medium,Medium
41,56,11851,15452,21448,13111,13800,9841,2405,5933,0,17.51633889999721,Medium,Medium
43,63,11481,38849,28223,10704,17804,9399,2983,6997,0,18.491270199996507,Medium,Medium
44,61,9222,32130,15419,14694,14739,9464,1865,7808,0,19.5009794999969,Medium,Medium
53,53,4760,44408,23425,24103,19295,17099,5003,5856,0,20.519132999997964,Medium,Medium
40,40,75916,129812,22610,41834,14262,4695,4883,3809,0,21.52213859999756,Medium,Medium
35,47,180196,48489,15468,71972,41280,10585,3433,3591,0,22.483425699996587,Medium,Medium
30,69,19372,13054,34378,91171,23029,12468,3898,7154,0,23.500133099998493,Low,High
26,90,10699,11243,32462,67477,11614,9952,10173,3835,0,24.48524809999799,Low,High
34,100,23176,20370,32775,33736,13429,6692,9031,6137,0,25.50037569999768,Medium,High
34,100,47350,29798,8887,94626,4310,11051,6145,8203,0,26.494545199999266,Medium,High
29,100,15294,46840,75054,95647,17784,10291,9637,14391,0,27.50249099999928,Low,High
24,100,141384,109903,102683,22966,15714,11231,8326,7355,0,28.51919439999984,Low,High
27,100,110525,20628,49869,5894,10929,10016,5674,3701,0,29.52832299999864,Low,High
35,97,6299,18605,70252,31926,9501,26336,4318,5538,0,30.49172929999986,Medium,High
44,67,45387,45845,7412,16280,17141,12999,2413,10726,0,31.49316799999724,Medium,High
53,64,13410,59958,15940,49332,8641,18996,3036,4468,0,32.48424209999939,Medium,Medium
53,64,13410,59958,15940,49332,8641,18996,3036,4468,44,33.15624739999839,Medium,Medium
54,53,293035,15326,10745,4468,5673,3849,750,1144,0,33.49032289999741,Medium,Medium
51,47,28879,9397,23401,12498,13035,6959,5494,5138,0,34.49039019999691,Medium,Medium
54,63,8933,20563,42095,5409,15960,18777,4986,7899,0,35.50138759999754,Medium,Medium
48,61,31282,32608,24514,3509,3354,3231,5024,6547,0,36.48408599999675,Medium,Medium
48,61,31282,32608,24514,3509,3354,3231,5024,6547,52,37.23275339999964,Medium,Medium
38,56,241938,49253,19064,4469,4788,3061,1833,2053,0,37.50751929999751,Medium,Medium
38,56,40558,17015,24151,17886,8565,7871,5747,6002,0,38.49917379999897,Medium,Medium
38,56,40558,17015,24151,17886,8565,7871,5747,6002,0,39.50988199999847,Medium,Medium
38,56,40558,17015,24151,17886,8565,7871,5747,6002,0,39.51021319999927,Medium,Medium
29,47,44967,23220,9825,3751,4012,3326,3925,9667,0,39.51058649999686,Low,Medium
37,47,2176,32544,13367,19400,6424,9061,3035,4822,0,40.50020329999825,Medium,Medium
38,53,65313,83692,44401,20602,12361,7405,5063,9326,0,41.50049889999718,Medium,Medium
38,53,65313,83692,44401,20602,12361,7405,5063,9326,42,41.50143179999941,Medium,Medium
37,24,633539,166773,15625,23572,35061,21203,9750,6400,0,42.51966049999828,Medium,Low
37,24,633539,166773,15625,23572,35061,21203,9750,6400,48,42.6902151999966,Medium,Low
37,24,633539,166773,15625,23572,35061,21203,9750,6400,44,43.03221399999893,Medium,Low
37,24,633539,166773,15625,23572,35061,21203,9750,6400,44,43.39811259999988,Medium,Low
30,17,123252,13480,2964,1382,1753,873,142,291,0,43.506681499999104,Low,Low
30,17,123252,13480,2964,1382,1753,873,142,291,52,43.7667240999981,Low,Low
30,17,123252,13480,2964,1382,1753,873,142,291,51,44.13227149999875,Low,Low
30,17,123252,13480,2964,1382,1753,873,142,291,54,44.48346619999938,Low,Low
16,1,23257,44956,5413,445,2793,1009,303,232,0,44.48460769999656,Low,Low
16,1,23257,44956,5413,445,2793,1009,303,232,51,44.87632439999652,Low,Low
16,1,23257,44956,5413,445,2793,1009,303,232,54,45.17545649999738,Low,Low
17,1,229169,77759,20161,5882,12782,5374,1254,1124,0,45.50282779999907,Low,Low
17,1,229169,77759,20161,5882,12782,5374,1254,1124,58,45.56592539999838,Low,Low
17,1,229169,77759,20161,5882,12782,5374,1254,1124,52,45.98932109999805,Low,Low
17,1,229169,77759,20161,5882,12782,5374,1254,1124,61,46.39916959999755,Low,Low
7,1,1209835,287151,15495,18305,28937,7442,2450,816,0,46.51652479999757,Low,Low
7,1,1209835,287151,15495,18305,28937,7442,2450,816,57,46.73234289999891,Low,Low
7,1,1209835,287151,15495,18305,28937,7442,2450,816,49,47.12525399999868,Low,Low
1,1,28359,20446,4507,4622,3878,683,153,337,0,47.500925799999095,Low,Low
1,1,28359,20446,4507,4622,3878,683,153,337,54,47.50168459999986,Low,Low
1,1,28359,20446,4507,4622,3878,683,153,337,57,47.87294209999891,Low,Low
1,1,28359,20446,4507,4622,3878,683,153,337,62,48.38144889999967,Low,Low
10,3,77642,12622,3009,2558,2684,1249,338,450,0,48.49961369999801,Low,Low
10,3,77642,12622,3009,2558,2684,1249,338,450,61,48.7643356999979,Low,Low
10,3,77642,12622,3009,2558,2684,1249,338,450,59,49.42177159999847,Low,Low
10,3,77642,12622,3009,2558,2684,1249,338,450,56,49.49390349999885,Low,Low
10,3,77642,12622,3009,2558,2684,1249,338,450,0,49.54963729999872,Low,Low
10,3,77642,12622,3009,2558,2684,1249,338,450,0,49.549885399999766,Low,Low
1,1,17266,23274,3593,2439,3760,301,270,573,0,49.55035119999957,Low,Low
1,1,17266,23274,3593,2439,3760,301,270,573,202,50.10138379999989,Low,Low
1,1,429967,75605,16678,4773,15778,13926,1204,487,0,50.48817029999918,Low,Low
1,1,1589003,224071,235072,159449,35995,69214,27649,2467,0,51.503581299999496,Low,Low
8,20,42433,6040,4574,1240,5376,1138,225,601,0,52.51045189999786,Low,Low
16,16,1854711,225814,52039,28656,46725,18479,4637,4247,0,53.51459629999954,Low,Low
16,16,1854711,225814,52039,28656,46725,18479,4637,4247,109,53.95172189999721,Low,Low
11,13,809839,340243,77947,16810,29152,15541,3344,1320,0,54.487588699998014,Low,Low
11,13,809839,340243,77947,16810,29152,15541,3344,1320,60,55.28094599999895,Low,Low
26,34,198839,28575,20524,13542,5221,5356,1867,713,0,55.505478699997184,Low,Medium
26,34,198839,28575,20524,13542,5221,5356,1867,713,150,55.565509299998666,Low,Medium
26,34,198839,28575,20524,13542,5221,5356,1867,713,54,55.8151678999966,Low,Medium
26,34,198839,28575,20524,13542,5221,5356,1867,713,63,56.28174669999862,Low,Medium
17,34,1027333,156897,64627,16980,16612,6588,2594,1838,0,56.49985899999956,Low,Medium
17,34,1027333,156897,64627,16980,16612,6588,2594,1838,50,56.867232599997806,Low,Medium
17,34,1027333,156897,64627,16980,16612,6588,2594,1838,49,57.23565059999965,Low,Medium
11,48,1389524,166210,110145,64709,23994,9003,4595,4977,0,57.484332,Low,Medium
11,48,1389524,166210,110145,64709,23994,9003,4595,4977,50,57.99914889999855,Low,Medium
17,47,69110,38764,6337,3804,1051,4156,1492,2121,0,58.48391839999749,Low,Medium
17,47,69110,38764,6337,3804,1051,4156,1492,2121,0,59.48648409999805,Low,Medium
17,47,69110,38764,6337,3804,1051,4156,1492,2121,0,59.487133199996606,Low,Medium
17,47,36918,36479,25501,26286,15634,6826,2799,8427,0,59.48763279999912,Low,Medium
63,54,9531,26968,8858,10889,10062,27086,6300,4171,0,0.6911521,Medium,Medium
70,63,21472,39355,11178,61585,6504,7717,11672,6217,0,1.6877559,High,Medium
78,67,14405,10091,16577,10173,5798,15534,6259,7396,0,2.679611,High,High
80,57,13762,41149,515,14420,11903,33881,6754,2118,0,3.7053704,High,Medium
80,60,13223,15318,5293,10129,5094,15018,4108,4699,0,4.7033782,High,Medium
93,50,3785,21883,10574,6606,6736,14315,15926,1710,0,5.6999366,High,Medium
94,48,2846,7948,2100,10493,4115,10274,6957,1719,0,5.7010309,High,Medium
83,61,2611,20465,13706,17874,2941,9190,10740,11007,0,5.7016617,High,Medium
74,78,651117,114674,74229,24197,6160,31318,23204,9310,0,6.6902322,High,High
83,53,19914,20413,881,4288,14994,46237,15994,6085,0,7.6910554,High,Medium
84,38,105255,20988,2493,851,4188,7489,5528,1464,0,8.687311,High,Medium
96,41,311397,71574,18192,20552,4785,43530,15129,6884,0,9.7317264,High,Medium
100,38,23052,33209,22200,8656,12424,27579,15239,7330,0,10.6972785,High,Medium
94,61,1719003,25972,16072,25061,14273,43478,55925,5078,0,11.6936822,High,Medium
93,50,3785,21883,10574,6606,6736,14315,15926,1710,0,12.6971317,High,Medium
94,48,2846,7948,2100,10493,4115,10274,6957,1719,0,13.6902237,High,Medium
84,60,4115,13985,5670,5981,2305,19650,16825,1696,0,14.6851222,High,Medium
81,48,20467,22069,4567,15928,16650,8884,6939,4570,0,15.6923818,High,Medium
84,50,47981,11102,12494,10893,4826,18469,18910,4630,0,15.6935203,High,Medium
83,51,543013,29698,17477,7310,11250,27501,7034,8656,0,15.6945035,High,Medium
83,51,543013,29698,17477,7310,11250,27501,7034,8656,0,16.7210971,High,Medium
83,51,543013,29698,17477,7310,11250,27501,7034,8656,0,17.6852586,High,Medium
97,51,7513,4592,17235,9222,20533,14676,6523,3093,0,18.6849253,High,Medium
100,51,10807,14418,15370,5065,14823,13936,20670,4575,0,19.6832546,High,Medium
91,60,197293,130896,2458,38416,40052,19578,12527,10625,0,20.8502506,High,Medium
96,56,2317,71022,1330,18183,21537,26051,27198,14821,0,21.8654334,High,Medium
87,67,53892,14781,17441,76031,28981,20692,46410,9562,0,22.8383875,High,High
69,61,455620,173703,34034,16607,23341,35333,27306,13956,0,23.8711049,High,Medium
67,64,716233,152655,25104,8185,21910,26567,25011,8614,0,24.8441091,High,Medium
70,60,340499,57307,8345,27884,8455,31348,24893,6680,0,25.8457943,High,Medium
78,66,501471,60004,30853,12666,5593,45689,17382,5549,0,26.8632822,High,Medium
78,77,202798,110526,19749,39366,11291,26192,16414,30218,0,27.894731,High,High
66,23,2024651,111656,32440,46937,22142,53606,7851,6350,0,28.8491401,Medium,Low
66,23,2024651,111656,32440,46937,22142,53606,7851,6350,0,29.8562549,Medium,Low
40,43,150250,59658,8251,13307,4443,3195,3711,708,0,29.8569769,Medium,Medium
41,77,147336,27876,1595,3894,4026,2664,6511,1251,0,29.8574256,Medium,High
34,61,22324,50811,18353,4891,16503,11147,9516,3656,0,30.8569841,Medium,Medium
35,81,24525,34983,34240,63079,12063,11557,14506,11342,0,31.8405433,Medium,High
30,80,304577,72634,28709,37074,15416,16344,14543,5221,0,33.8669766,Low,High
30,80,304577,72634,28709,37074,15416,16344,14543,5221,130,34.8958465,Low,High
41,93,670879,91327,60236,32466,21597,16266,13886,4232,0,35.8412225,Medium,High
47,90,9910,21767,10699,68374,3369,19160,21986,10751,0,36.8513751,Medium,High
47,90,9910,21767,10699,68374,3369,19160,21986,10751,0,37.8519305,Medium,High
47,90,9910,21767,10699,68374,3369,19160,21986,10751,0,38.8413957,Medium,High
41,77,147336,27876,1595,3894,4026,2664,6511,1251,0,39.8313821,Medium,High
40,67,68693,38575,41704,19807,32555,15024,3655,7297,0,39.8321064,Medium,High
37,77,361580,43122,21158,102634,10149,9374,11791,5359,0,39.8565818,Medium,High
57,66,599144,706978,68557,46199,35325,53169,20344,6972,0,40.6895207,Medium,Medium
57,66,599144,706978,68557,46199,35325,53169,20344,6972,68,41.5769372,Medium,Medium
57,66,599144,706978,68557,46199,35325,53169,20344,6972,73,41.7193515,Medium,Medium
43,56,452289,30282,2747,3796,2716,1319,1601,723,0,42.0888461,Medium,Medium
43,56,452289,30282,2747,3796,2716,1319,1601,723,70,42.431444,Medium,Medium
43,56,452289,30282,2747,3796,2716,1319,1601,723,64,42.683726,Medium,Medium
34,50,948080,92487,41007,18205,12081,9986,4238,2583,0,43.677287,Medium,Medium
34,50,948080,92487,41007,18205,12081,9986,4238,2583,65,44.6778702,Medium,Medium
27,53,90215,99940,822,8323,4838,4184,1731,287,0,45.6054169,Low,Medium
27,53,90215,99940,822,8323,4838,4184,1731,287,60,45.6983141,Low,Medium
27,53,90215,99940,822,8323,4838,4184,1731,287,255,45.6986158,Low,Medium
27,53,1619582,259862,45055,58828,196691,81879,33107,19818,0,45.6990999,Low,Medium
27,53,799849,108080,21720,36690,28025,28726,15232,5851,0,46.4856935,Low,Medium
20,61,1583313,297517,104998,192157,43622,32223,24097,30460,0,46.7041921,Low,Medium
20,61,1583313,297517,104998,192157,43622,32223,24097,30460,163,46.8612532,Low,Medium
20,61,1583313,297517,104998,192157,43622,32223,24097,30460,0,47.7047962,Low,Medium
34,60,65564,20978,6366,4839,1610,1136,760,553,66,47.7991249,Medium,Medium
34,60,65564,20978,6366,4839,1610,1136,760,553,74,48.2414303,Medium,Medium
34,60,65564,20978,6366,4839,1610,1136,760,553,65,48.7399002,Medium,Medium
30,74,66953,12600,6335,1496,3211,968,600,742,0,49.6468891,Low,High
30,74,66953,12600,6335,1496,3211,968,600,742,66,50.5814129,Low,High
30,74,66953,12600,6335,1496,3211,968,600,742,63,50.7064014,Low,High
38,69,1401891,67138,23357,46253,22840,22274,15124,5270,88,51.0495986,Medium,High
40,66,850002,42484,13085,11182,11451,8814,25555,3854,0,51.3916213,Medium,Medium
40,66,850002,42484,13085,11182,11451,8814,25555,3854,109,51.7006572,Medium,Medium
40,66,850002,42484,13085,11182,11451,8814,25555,3854,99,52.7332275,Medium,Medium
37,60,565958,105585,26907,10971,4214,12254,16803,7137,0,52.7944454,Medium,Medium
47,53,87092,29130,10707,3576,5325,2550,911,334,62,53.6946027,Medium,Medium
47,53,87092,29130,10707,3576,5325,2550,911,334,59,53.7244529,Medium,Medium
40,51,152878,44516,8470,3264,3251,3389,972,406,0,54.1282514,Medium,Medium
40,51,152878,44516,8470,3264,3251,3389,972,406,59,55.5624287,Medium,Medium
44,51,77034,22594,2843,4194,2523,2671,2406,517,0,56.6898024,Medium,Medium
44,51,77034,22594,2843,4194,2523,2671,2406,517,58,57.6936619,Medium,Medium
40,66,850002,42484,13085,11182,11451,8814,25555,3854,109,58.493907,Medium,Medium
40,66,850002,42484,13085,11182,11451,8814,25555,3854,99,59.0057328,Medium,Medium
37,60,565958,105585,26907,10971,4214,12254,16803,7137,0,59.8157998,Medium,Medium
96,56,2317,71022,1330,18183,21537,26051,27198,14821,0,1.6877559,High,Medium
87,67,53892,14781,17441,76031,28981,20692,46410,9562,0,2.679611,High,High
74,70,173184,156290,21477,61441,20136,34109,46086,7220,0,3.7053704,High,High
75,66,334301,79937,6238,9941,23543,16614,42274,9211,0,4.7033782,High,Medium
74,81,434927,77811,40320,44847,38611,31271,19438,8080,0,5.6999366,High,High
78,66,501471,60004,30853,12666,5593,45689,17382,5549,0,5.7010309,High,Medium
78,77,202798,110526,19749,39366,11291,26192,16414,30218,0,5.7016617,High,High
74,67,657999,71937,6999,19443,31880,17244,25060,11996,0,6.6902322,High,High
75,56,318680,277092,40998,15095,5698,61240,17019,6608,0,7.6910554,High,Medium
78,67,162377,96712,65492,19223,10888,55803,19374,6433,0,8.687311,High,High
83,78,977582,123798,32940,34562,29197,41127,20833,11113,0,9.7317264,High,High
83,53,19914,20413,881,4288,14994,46237,15994,6085,0,10.6972785,High,Medium
84,38,105255,20988,2493,851,4188,7489,5528,1464,0,11.6936822,High,Medium
88,61,145095,33865,5700,1383,2381,13383,4210,1680,0,12.6971317,High,Medium
97,69,108247,11968,12714,4201,4883,6152,8446,4966,0,13.6902237,High,High
90,64,339843,39751,13508,15410,11283,35196,21640,4476,0,14.6851222,High,Medium
93,51,1318870,53644,5320,9035,9395,9398,6274,1925,0,15.6923818,High,Medium
91,60,114818,12978,48777,2079,13184,64804,17892,6549,0,15.6935203,High,Medium
96,51,14553,15216,17061,4098,12689,42146,21886,8969,0,16.7210971,High,Medium
87,67,53892,14781,17441,76031,28981,20692,46410,9562,0,17.6852586,High,High
74,70,173184,156290,21477,61441,20136,34109,46086,7220,0,18.6849253,High,High
75,66,334301,79937,6238,9941,23543,16614,42274,9211,0,19.6832546,High,Medium
66,23,2024651,111656,32440,46937,22142,53606,7851,6350,0,20.6809304,Medium,Low
66,23,2024651,111656,32440,46937,22142,53606,7851,6350,0,21.6791611,Medium,Low
40,43,150250,59658,8251,13307,4443,3195,3711,708,0,23.7041666,Medium,Medium
35,74,71282,33908,94771,21672,17298,18024,14943,10018,0,24.6983692,Medium,High
20,80,214054,168023,50110,151856,17600,17870,10914,11000,0,25.6759077,Low,High
20,78,1150066,88014,25936,114372,29494,16849,18239,10385,0,25.6760553,Low,High
27,97,30361,9458,14430,119535,26944,15255,24334,5467,0,26.7016875,Low,High
41,96,12480,11523,52973,73663,27729,25888,16624,16557,0,27.7302533,Medium,High
41,93,670879,91327,60236,32466,21597,16266,13886,4232,0,28.6925411,Medium,High
47,90,9910,21767,10699,68374,3369,19160,21986,10751,0,29.6866871,Medium,High
47,90,9910,21767,10699,68374,3369,19160,21986,10751,0,30.6835932,Medium,High
48,84,35984,9654,2075,1752,2008,2278,1244,441,0,32.7062107,Medium,High
48,84,35984,9654,2075,1752,2008,2278,1244,441,0,33.7020725,Medium,High
30,74,66953,12600,6335,1496,3211,968,600,742,0,34.7300489,Low,High
30,74,66953,12600,6335,1496,3211,968,600,742,0,35.6875972,Low,High
41,93,125359,4222,4511,2769,2303,1576,1813,277,0,35.6879718,Medium,High
41,93,125359,4222,4511,2769,2303,1576,1813,277,0,35.6885302,Medium,High
41,93,125359,4222,4511,2769,2303,1576,1813,277,0,36.6941433,Medium,High
41,100,177822,13500,12160,9536,1699,2283,624,470,0,37.69923,Medium,High
41,100,177822,13500,12160,9536,1699,2283,624,470,0,38.6960257,Medium,High
34,60,65564,20978,6366,4839,1610,1136,760,553,0,39.6944757,Medium,Medium
8,37,2554080,613069,86192,69544,75643,46098,33220,14518,0,40.6895207,Low,Medium
24,43,164985,13162,7265,1522,4499,2018,676,724,0,41.5769372,Low,Medium
24,43,164985,13162,7265,1522,4499,2018,676,724,123,41.7193515,Low,Medium
24,43,257616,21346,20877,3922,3411,4199,2147,3489,0,42.431444,Low,Medium
47,53,87092,29130,10707,3576,5325,2550,911,334,62,42.683726,Medium,Medium
47,53,87092,29130,10707,3576,5325,2550,911,334,59,43.677287,Medium,Medium
40,51,152878,44516,8470,3264,3251,3389,972,406,0,44.6778702,Medium,Medium
40,51,152878,44516,8470,3264,3251,3389,972,406,59,45.6054169,Medium,Medium
44,51,77034,22594,2843,4194,2523,2671,2406,517,0,45.6983141,Medium,Medium
44,51,77034,22594,2843,4194,2523,2671,2406,517,58,45.6986158,Medium,Medium
44,51,77034,22594,2843,4194,2523,2671,2406,517,78,45.6990999,Medium,Medium
44,51,77034,22594,2843,4194,2523,2671,2406,517,0,46.4856935,Medium,Medium
24,43,257616,21346,20877,3922,3411,4199,2147,3489,156,46.7041921,Low,Medium
24,43,257616,21346,20877,3922,3411,4199,2147,3489,119,46.8612532,Low,Medium
30,53,851392,177061,115457,94681,15206,42571,82351,25640,0,47.7047962,Low,Medium
29,60,1883274,130276,79124,40005,15285,23805,26930,13445,0,47.7991249,Low,Medium
29,60,1883274,130276,79124,40005,15285,23805,26930,13445,113,48.2414303,Low,Medium
38,69,1401891,67138,23357,46253,22840,22274,15124,5270,0,48.7399002,Medium,High
38,69,1401891,67138,23357,46253,22840,22274,15124,5270,129,49.6468891,Medium,High
38,69,1401891,67138,23357,46253,22840,22274,15124,5270,104,50.5814129,Medium,High
48,84,35984,9654,2075,1752,2008,2278,1244,441,60,50.7064014,Medium,High
51,53,291264,80599,6951,14204,9226,7791,5578,1343,0,51.3916213,Medium,Medium
51,53,291264,80599,6951,14204,9226,7791,5578,1343,64,51.7006572,Medium,Medium
51,53,291264,80599,6951,14204,9226,7791,5578,1343,64,52.7332275,Medium,Medium
17,47,1754985,246636,41089,12661,15607,13006,11034,16990,0,52.7944454,Low,Medium
17,47,1754985,246636,41089,12661,15607,13006,11034,16990,144,53.6946027,Low,Medium
17,47,1754985,246636,41089,12661,15607,13006,11034,16990,130,53.7244529,Low,Medium
17,47,1754985,246636,41089,12661,15607,13006,11034,16990,140,54.1282514,Low,Medium
20,61,1583313,297517,104998,192157,43622,32223,24097,30460,0,54.5624287,Low,Medium
20,61,1583313,297517,104998,192157,43622,32223,24097,30460,0,55.6936619,Low,Medium
17,47,936046,117784,10705,22960,11682,10129,5241,12476,0,55.693907,Low,Medium
30,80,304577,72634,28709,37074,15416,16344,14543,5221,130,55.6947328,Low,High
27,53,90215,99940,822,8323,4838,4184,1731,287,0,56.6928446,Low,Medium
27,53,90215,99940,822,8323,4838,4184,1731,287,60,56.7871919,Low,Medium
34,50,948080,92487,41007,18205,12081,9986,4238,2583,68,57.1588698,Medium,Medium
34,50,948080,92487,41007,18205,12081,9986,4238,2583,67,57.6946272,Medium,Medium
34,60,65564,20978,6366,4839,1610,1136,760,553,66,58.1254902,Medium,Medium
34,60,65564,20978,6366,4839,1610,1136,760,553,74,58.6874762,Medium,Medium
34,60,65564,20978,6366,4839,1610,1136,760,553,65,59.061941,Medium,Medium
